bikes_rented,temp,humidity,wind_speed,visibility,dew_temp,solar_rad,rainfall,snowfall
1250,14.4,66,1.1,704,8.1,0.42,0,0
1996,17.1,57,1.7,792,8.5,1.21,0,0
1121,19.5,44,1.3,995,6.9,1.88,0,0
819,21.4,30,2.5,1730,3,2.53,0,0
959,23.1,30,2.5,1896,4.5,3.01,0,0
1082,24.4,24,2.9,1811,2.5,3.28,0,0
1106,25.6,26,2.7,1747,4.6,3.36,0,0
1161,26,23,2.3,1923,3.2,2.92,0,0
1306,25.1,25,2.7,1959,3.6,2.2,0,0
1533,24.3,27,4.1,1892,4,1.78,0,0
2013,23.6,28,3.1,1844,4,1.26,0,0
2916,23.3,32,2.6,1772,5.6,1.05,0,0
2227,22,40,1.6,1658,7.7,0.47,0,0
1905,20.4,45,2,1457,8,0.06,0,0
1740,19.1,50,1.4,1378,8.4,0,0,0
1630,18.3,54,1.7,1394,8.8,0,0,0
1209,17.6,55,0.5,1362,8.4,0,0,0
987,17,59,1.1,1299,8.9,0,0,0
837,16.2,63,0.7,1328,9.1,0,0,0
572,15.8,66,0.6,1204,9.4,0,0,0
419,15.3,69,0.5,1103,9.6,0,0,0
232,14.8,73,0.5,994,9.9,0,0,0
198,14.4,73,0.4,978,9.6,0,0,0
299,14.2,72,0.6,947,9.2,0.04,0,0
503,15,64,0.6,902,8.2,0.46,0,0
763,17.8,52,0.6,1094,7.8,1.18,0,0
992,20.6,43,1.1,1104,7.5,1.84,0,0
1010,23.2,41,1.1,1440,9.2,2.45,0,0
1164,24.8,34,0.9,1439,7.8,2.92,0,0
1285,26.2,31,1.2,1161,7.7,3.18,0,0
1441,27.8,31,2,1326,9.1,3.29,0,0
1448,28.3,30,2.3,1025,9,3.14,0,0
1575,29.4,30,2,882,10,2.82,0,0
1690,29,31,2.9,889,10.1,2.26,0,0
1886,27.9,34,3.8,1259,10.5,1.73,0,0
2020,27,33,2.2,822,9.3,1.07,0,0
1985,24.9,46,3.1,1341,12.4,0.43,0,0
1909,22.3,50,2.7,1512,11.3,0.05,0,0
1851,21.7,58,1.3,1173,13,0,0,0
1683,21.2,60,1,1192,13.1,0,0,0
1330,20.7,63,0.8,1130,13.3,0,0,0
1089,20.1,65,1.6,1097,13.3,0,0,0
799,19.8,61,1.4,943,12,0,0,0
555,19,62,1.8,974,11.5,0,0,0
423,18.5,62,0.8,1073,11,0,0,0
208,17.9,59,1.3,1261,9.7,0,0,0
174,17.6,0,0.8,1304,9.7,0,0,0
234,17.3,62,1.4,1293,9.9,0.03,0,0
341,17.6,0,1.4,1219,8.7,0.34,0,0
608,18.3,51,2,1366,7.9,0.7,0,0
762,19.5,43,1.5,1548,0,1.02,0,0
821,21.6,33,2,1697,0,1.86,0,0
1004,22.3,33,1.8,1853,0,1.54,0,0
1404,23.4,38,2.8,1756,8.2,1.87,0,0
1579,24.3,37,2.3,1583,8.6,2.22,0,0
1730,24.2,36,4,1907,8.1,2.16,0,0
2019,23.9,37,2.6,1889,8.3,1.82,0,0
2242,24,36,1.6,1811,7.9,1.34,0,0
2307,23.5,32,3.2,1925,0,1.01,0,0
2267,23,36,2.8,1904,7.1,0.85,0,0
2207,21.7,38,2.1,1857,6.7,0.27,0,0
2044,20.6,41,2.3,1788,6.8,0.09,0,0
1729,19.5,46,1.8,1734,7.5,0,0,0
1374,18.6,50,1,1830,7.9,0,0,0
1071,17.9,53,1.9,1774,8.1,0,0,0
770,17.3,55,0.7,1741,8.1,0,0,0
440,16.7,60,0.8,1806,8.8,0,0,0
335,16.5,58,0.3,1759,8.1,0,0,0
185,17.1,56,0.4,1583,8.2,0,0,0
134,17.2,0,0.4,1619,8.8,0,0,0
247,16.6,0,0.9,1361,9.7,0,0,0
641,16.2,0,0.5,1588,9.3,0.05,0,0
1502,16.8,0,0.8,1387,8.9,0.36,0,0
2194,19.5,50,0.7,1329,8.7,1.19,0,0
1131,21.7,48,1.1,1806,10.2,1.92,0,0
828,23.3,49,1.1,1881,11.9,2.46,0,0
986,25.1,45,0.9,1982,12.3,2.9,0,0
1139,26.3,44,1.8,2000,13,3.24,0,0
1124,27.7,39,1.9,1882,12.4,3.33,0,0
1128,28.7,36,2.6,1853,12.1,3.21,0,0
1258,28.4,43,3.1,900,14.6,2.28,0,0
1497,28.1,43,3.4,845,14.3,2.32,0,0
2060,26.9,45,3.5,990,13.9,1.64,0,0
3245,26,39,2.7,1950,10.9,1.07,0,0
2656,24.4,44,2.8,1979,11.3,0.45,0,0
2252,23,49,2.4,1905,11.7,0.07,0,0
2140,21.8,50,2.1,1950,10.9,0,0,0
1881,21.1,54,0.6,2000,11.4,0,0,0
1247,20.9,53,1.6,1712,10.9,0,0,0
841,20.6,54,2.6,1737,0,0,0,0
721,20.3,55,1.1,1756,0,0,0,0
466,20.2,56,2.3,1498,0,0,0,0
285,20,58,1.8,1279,11.4,0,0,0
204,19.8,60,1.9,1364,11.8,0,0,0
252,19.6,64,0.3,1483,12.5,0,0,0
625,19.5,64,0.4,1268,12.5,0.02,0,0
1427,19.9,63,1.1,934,12.6,0.24,0,0
2234,20.5,66,1.7,1062,13.9,0.34,0,0
1192,21,67,1.1,1012,14.6,0.54,0,0
893,21.6,68,1.6,980,15.4,0.83,0,0
949,23.1,63,2.6,949,15.6,1.68,0,0
1184,23.1,64,2.6,1250,15.9,1.35,0,0
1103,24.2,58,1.5,1030,15.4,1.66,0,0
1174,25.5,53,2,981,15.2,2.5,0,0
1234,25.7,56,1.8,1112,16.2,1.71,0,0
1592,23.6,66,4.2,1208,16.8,0.89,0,0
2022,23.9,65,1.9,1425,16.9,1.02,0,0
2154,23.1,68,2.9,1506,16.8,0.42,0,0
477,22.3,71,2.5,1268,16.7,0.14,0,0
422,20.1,88,2.2,572,18,0,1,0
1041,19.9,93,1.4,416,18.7,0,0,0
1121,19.9,85,1.7,559,17.2,0,0,0
742,19.5,89,1.7,304,17.6,0,0,0
507,19.1,84,1.6,540,16.3,0,0,0
570,18.8,84,0.5,488,16,0,0,0
422,18.7,83,0.6,469,15.7,0,0,0
238,18.4,86,0.6,360,16,0,0,0
167,18.3,84,0.9,409,15.5,0,0,0
239,18.4,84,0.6,352,15.6,0,0,0
505,18.6,84,0.7,316,15.8,0.01,0,0
1150,18.9,85,0.6,289,16.3,0.12,0,0
1937,19.3,83,0.6,394,16.3,0.23,0,0
1200,19.8,79,1.3,405,16,0.45,0,0
916,21.4,71,1.7,476,15.9,1.43,0,0
975,22.8,66,2.7,1270,16.1,2.76,0,0
1187,23.2,64,3,1305,16,2.08,0,0
1134,24,56,2.6,1282,14.6,2.94,0,0
1119,24.3,58,2.9,1211,15.5,2.92,0,0
1280,24.3,52,3,1447,13.8,2.55,0,0
1571,24.7,47,3,1594,12.6,2.44,0,0
2166,24.1,41,2.2,1980,10,1.9,0,0
3251,23.6,42,2.1,2000,9.9,1.23,0,0
2650,21.2,52,3.6,1856,10.9,0.55,0,0
2224,19.1,64,2.6,1530,12.1,0.06,0,0
2074,18.2,69,2,1286,12.4,0,0,0
1732,17.3,76,1.7,801,13,0,0,0
1158,16.4,80,1.5,642,12.9,0,0,0
844,15.8,82,1.6,546,12.7,0,0,0
610,15.5,82,1.5,513,12.4,0,0,0
470,15.2,84,0.7,485,12.5,0,0,0
328,15,84,1.3,473,12.3,0,0,0
188,14.8,85,0.7,478,12.2,0,0,0
265,14.4,82,1.2,708,11.3,0,0,0
646,14.3,82,0.7,653,11.2,0.05,0,0
1401,14.9,71,0.9,651,9.6,0.47,0,0
2281,16.9,65,1.6,896,10.2,1.21,0,0
1277,18.8,59,1.6,1233,10.6,1.9,0,0
936,20.8,54,1.2,1129,11.1,2.45,0,0
979,22,54,2.7,1189,12.2,2.89,0,0
1134,23.7,44,1.3,1624,10.7,3.2,0,0
1151,25,47,2.5,1120,12.8,3.34,0,0
1164,25.9,43,2.7,1493,12.3,2.97,0,0
1280,26.9,37,2.7,1850,10.9,2.9,0,0
1550,27.3,38,2.9,1784,11.7,2.41,0,0
2047,27.2,42,2.9,1828,13.1,1.79,0,0
3119,26.4,42,3.1,1995,12.4,0.79,0,0
2534,25.2,53,3.1,1983,0,0.51,0,0
2164,23.1,58,2.9,1950,14.3,0.06,0,0
2070,21.9,60,2.5,1551,13.7,0,0,0
1900,21.1,59,2.1,1874,12.7,0,0,0
1343,20.5,62,2.2,1903,12.9,0,0,0
963,20.1,63,1.1,1698,12.8,0,0,0
776,19.5,65,0.4,1662,12.7,0,0,0
554,19,72,1.4,1258,13.8,0,0,0
366,18.6,72,1.4,1340,13.4,0,0,0
265,18.1,76,1.8,561,13.7,0,0,0
306,17.8,75,1,1210,13.3,0,0,0
672,17.5,76,1.2,1161,13.2,0.05,0,0
1421,18.1,64,0.6,923,11.1,0.47,0,0
2149,20.6,55,0.7,1200,11.2,1.21,0,0
1219,23.1,52,1.7,1012,12.6,1.88,0,0
862,25.3,45,1.3,1371,12.5,2.45,0,0
1036,26.8,38,2.6,1879,11.2,2.99,0,0
1076,28.2,34,2.6,1867,10.8,3.26,0,0
1093,29.4,33,2.2,1535,11.4,3.3,0,0
1071,29.6,31,3.7,1988,10.6,3.25,0,0
1235,29.9,36,3.3,1866,13.2,2.94,0,0
1488,29.9,34,3.2,1912,12.3,2.46,0,0
2123,29.2,35,4.3,1967,12.1,1.87,0,0
3088,28.5,36,3,1981,11.9,1.21,0,0
2505,26.8,35,1.9,2000,10,0.54,0,0
2163,25,39,2.8,2000,10,0.06,0,0
2066,23.5,44,1.6,2000,10.5,0,0,0
1991,22.7,44,1.5,2000,9.8,0,0,0
1440,21.8,49,1.6,1965,10.6,0,0,0
1165,20.9,53,1.4,1717,10.9,0,0,0
989,20.2,57,0.4,1428,11.4,0,0,0
677,19.6,60,1.9,1200,11.6,0,0,0
475,18.9,63,1.5,1007,11.6,0,0,0
312,18.3,66,1.3,929,11.8,0,0,0
264,17.8,69,1.1,951,12,0,0,0
342,17.7,68,1.3,842,11.7,0.05,0,0
560,18.1,59,0.6,789,9.9,0.47,0,0
898,20.4,54,1,828,10.7,1.23,0,0
1005,23.3,43,1.2,1257,10,1.91,0,0
1044,25.5,33,1.1,1815,0,2.52,0,0
1094,27.3,35,2.3,1537,10.4,2.98,0,0
1253,28.3,30,3,1675,9,3.29,0,0
1334,29.6,24,2.4,1873,6.8,3.42,0,0
1396,29.8,23,3.6,1945,6.4,3.32,0,0
1535,29.8,24,2.9,1939,7,3,0,0
1707,29.6,26,3.7,2000,8,2.58,0,0
2025,28.9,22,2.7,1965,5,1.93,0,0
2246,27.4,29,3.6,2000,7.7,1.19,0,0
2337,25.4,33,2.7,2000,7.9,0.54,0,0
2338,23.4,38,2.3,2000,8.2,0.06,0,0
2238,22.1,44,2.5,2000,9.2,0,0,0
1969,21.4,48,1.6,2000,9.9,0,0,0
1490,20.6,52,0.5,2000,10.3,0,0,0
1248,19.7,55,2,1986,10.3,0,0,0
902,19.2,57,0.8,1985,10.4,0,0,0
673,18.6,60,1.8,1841,10.6,0,0,0
437,18,64,1.3,1560,11,0,0,0
294,17.4,65,0.8,1093,10.7,0,0,0
193,17.1,66,0.3,1370,10.6,0,0,0
228,16.9,62,0.4,1768,9.5,0.06,0,0
423,18,54,0.7,1997,8.5,0.51,0,0
659,20.3,47,1.5,1785,8.6,1.05,0,0
831,22.7,39,0.7,1880,8,1.91,0,0
938,24.8,34,1.3,1869,7.8,2.09,0,0
977,26.7,30,1.1,1782,7.6,2.83,0,0
1134,28.7,27,1.7,1843,7.8,3.29,0,0
1393,29.4,24,2.7,1905,6.7,3.18,0,0
1399,29.8,26,2.2,1818,8.2,3.2,0,0
1556,30.7,21,2.5,1876,5.8,2.95,0,0
1834,30.4,28,3.6,1790,9.8,2.48,0,0
2131,29.5,29,4.1,1944,9.5,1.84,0,0
2349,29.3,25,2.4,1973,7.2,1.23,0,0
2514,27.4,29,2.4,2000,7.7,0.5,0,0
2460,25.3,32,2.2,1997,7.4,0.06,0,0
2173,24.2,32,2.1,2000,6.4,0,0,0
1741,23,38,1.2,1996,7.9,0,0,0
1274,22,44,0.8,1978,9.1,0,0,0
938,21.4,45,1.4,1964,8.9,0,0,0
596,20.7,47,0.9,1987,8.9,0,0,0
351,20.1,49,0.8,1978,9,0,0,0
244,19.6,51,1,1923,9.1,0,0,0
172,19.4,56,1.2,1752,10.3,0,0,0
299,19.2,56,0.9,1772,10.2,0,0,0
742,18.9,53,0.3,1871,9.1,0.04,0,0
1505,19.5,52,0.8,1818,9.3,0.46,0,0
2287,22.1,44,1.4,1435,9.2,1.16,0,0
1243,23.3,37,0.4,1336,7.7,1.28,0,0
970,25.1,40,2.7,1076,10.5,2.37,0,0
1008,26.1,37,2.4,1079,10.2,2.79,0,0
1152,26.3,36,3.1,1377,10,2.61,0,0
1085,27.4,30,2,1768,8.2,3.03,0,0
1148,26.5,43,3.9,1671,12.8,2.36,0,0
1249,25.5,43,2.9,1996,11.9,1.71,0,0
1671,25.5,43,3.2,1892,11.9,1.72,0,0
2190,24.9,46,2,1855,12.4,0.91,0,0
3380,24.4,48,1.9,1998,12.6,0.56,0,0
2788,23.9,51,2.3,2000,13.1,0.12,0,0
2508,23.4,43,1.1,2000,10,0.01,0,0
2377,22.6,62,1.1,1363,14.9,0,0,0
2000,22,64,1.8,1211,14.8,0,0,0
1354,21.4,68,2.7,972,15.2,0,0,0
927,20.5,71,2.8,1204,15,0,0,0
742,20,67,0.7,1426,13.6,0,0,0
448,19.7,66,0.5,1591,13.1,0,0,0
314,19.1,72,0.6,1370,13.9,0,0,0
214,18.5,72,0.6,1168,13.3,0,0,0
282,18.1,73,0.5,1182,13.1,0,0,0
733,17.8,73,0.4,1188,12.8,0.04,0,0
1602,18.8,64,0.7,1099,11.8,0.48,0,0
2322,21.5,58,1.1,1021,12.8,1.21,0,0
1344,23.5,51,1.4,1169,12.7,1.82,0,0
959,25.5,43,1,1568,11.9,2.49,0,0
974,26.8,37,1.6,1639,10.8,2.91,0,0
1111,28.2,35,1.2,1411,11.2,3.23,0,0
1058,28.6,34,2,1274,11.1,2.82,0,0
1120,28.9,34,2.7,1328,11.4,2.06,0,0
1250,29,38,3.4,749,13.2,2.12,0,0
1434,28.8,38,3.1,1027,13,2.14,0,0
2115,28.1,37,3.6,1346,12,1.56,0,0
3227,27.1,40,2.8,1811,12.3,1,0,0
2615,25.5,43,3.1,1760,11.9,0.41,0,0
2346,24,46,2.8,1896,11.6,0.06,0,0
2404,23.3,51,1.7,1654,12.5,0,0,0
2237,22.4,54,2.5,1778,12.6,0,0,0
1646,21.9,56,0.7,1898,12.7,0,0,0
1268,21.2,60,0.9,1789,13.1,0,0,0
1031,20.6,63,0.6,1670,13.3,0,0,0
792,20.1,65,1,1435,13.3,0,0,0
562,19.6,68,1.7,1260,13.5,0,0,0
332,19.2,68,0.8,1181,13.1,0,0,0
218,18.7,73,1.4,1065,13.7,0,0,0
351,18.5,73,1.1,1028,13.5,0.06,0,0
536,19.3,63,0.7,916,12,0.46,0,0
799,21.2,59,1.2,794,12.8,1.13,0,0
925,22.9,56,2.3,763,13.6,1.74,0,0
1087,24.3,53,2.9,949,14.1,2.37,0,0
1152,25.8,52,2.1,905,15.1,2.84,0,0
1400,27.3,51,2.8,703,16.2,3.16,0,0
1444,27.3,52,3.1,613,16.5,3.21,0,0
1603,27.4,50,3.5,615,16,3.01,0,0
1674,27.6,49,3.7,656,15.9,2.79,0,0
1940,27.9,47,2.8,824,15.5,2.36,0,0
2104,27.4,48,2.7,1084,15.4,1.8,0,0
2162,26.6,52,2.5,1368,15.9,1.09,0,0
2163,24.9,56,3.1,1469,15.5,0.51,0,0
2145,23.4,64,1.8,1144,16.1,0.07,0,0
1935,22.1,72,2.5,923,16.8,0,0,0
1624,20.8,78,1.8,763,16.8,0,0,0
1251,20.1,77,3.1,797,15.9,0,0,0
978,19.6,82,1.7,628,16.4,0,0,0
606,19.1,86,1.8,522,16.6,0,0,0
418,18.8,88,0.3,500,16.7,0,0,0
275,18.4,88,1.6,465,16.3,0,0,0
191,18.1,88,1.8,458,16,0,0,0
288,17.8,91,2.2,393,16.3,0,0,0
716,18.1,88,1.1,272,16,0.03,0,0
1551,18.6,85,2,307,16,0.16,0,0
2317,18.9,82,2.3,326,15.7,0.44,0,0
1342,20.5,73,1.6,364,15.4,1.23,0,0
914,22,69,2,488,16,2.04,0,0
967,23.4,62,1.8,603,15.6,2.87,0,0
1099,25,56,3,715,15.6,3.19,0,0
1071,26.7,47,2.4,806,14.4,3.26,0,0
1116,28.2,44,1.7,644,14.7,3.11,0,0
1171,29.3,41,2,609,14.6,2.63,0,0
1442,29.3,41,2,905,14.6,1.95,0,0
2002,28.2,51,3.3,879,17,1.73,0,0
3221,25.6,57,2.7,1217,16.4,0.96,0,0
2649,24,60,2.8,1379,15.7,0.38,0,0
2278,22.8,67,1.6,1219,16.3,0.06,0,0
2161,21.5,69,2.6,942,15.5,0,0,0
1939,20.9,71,1,763,15.4,0,0,0
1290,20.3,77,1.3,770,16.1,0,0,0
926,19.1,82,2.2,874,15.9,0,0,0
769,18.8,84,1.7,658,16,0,0,0
525,18.6,84,2.5,619,15.8,0,0,0
365,18.6,83,2.9,889,15.6,0,0,0
255,18.5,82,2,1072,15.3,0,0,0
299,18.6,81,0.8,1205,15.2,0,0,0
744,18.8,78,2,1259,14.8,0.01,0,0
1544,19.1,73,2,1300,14.1,0.3,0,0
2348,19.7,69,2,1448,13.8,0.54,0,0
1283,21.2,62,1.7,1384,13.6,1.45,0,0
1002,21.9,62,1.7,1664,14.2,1.36,0,0
1095,21.9,64,2.4,1359,14.7,1.03,0,0
1256,23.1,56,1.6,1222,13.8,1.71,0,0
1314,24.2,58,1.9,1015,15.4,1.87,0,0
1249,25,54,2.2,1146,15,1.86,0,0
1416,26.2,51,3.3,1104,15.2,2.87,0,0
1668,26.6,49,3.2,1200,15,2.35,0,0
2314,26.9,49,2.3,1210,15.2,1.72,0,0
3309,26.2,54,2.2,1183,16.1,0.88,0,0
2797,24.5,63,3.1,970,16.9,0.46,0,0
2476,22.6,71,1.8,856,17,0.11,0,0
2337,21.2,77,1.7,638,16.9,0,0,0
2140,20.5,78,0.9,550,16.5,0,0,0
1672,20,79,1.4,510,16.2,0,0,0
1247,19.7,83,1.5,390,16.7,0,0,0
1029,19.7,81,0.6,419,16.3,0,0,0
732,19.4,84,0.7,382,16.6,0,0,0
535,19.1,84,0.6,421,16.3,0,0,0
352,19,83,0.4,473,16,0,0,0
262,19,85,0.4,467,16.4,0,0,0
381,19,84,0.5,440,16.2,0.05,0,0
616,20.2,73,1.1,708,15.1,0.41,0,0
963,21.9,62,0.9,1071,14.2,1.03,0,0
1102,24,55,1.8,1411,14.3,1.81,0,0
1156,25.8,49,1.3,1442,14.2,2.42,0,0
1200,27.2,46,1.7,1301,14.5,2.88,0,0
1462,28.2,42,1.4,1563,14,2.84,0,0
1583,28.8,42,2,1438,14.6,2.38,0,0
1744,30.1,35,1.4,1583,12.9,2.53,0,0
1890,29.6,40,2.5,1546,14.5,1.96,0,0
2297,28.7,40,2.5,1474,13.7,1,0,0
2355,28.2,39,2.9,1653,12.9,0.7,0,0
1934,27.3,42,1.2,2000,13.2,0.19,0,0
1058,25.7,47,1.8,2000,13.5,0.04,0,0
246,23.7,62,1.6,1402,15.9,0,0.4,0
225,22.4,72,1.5,1816,17,0,0.1,0
776,21,75,1.3,2000,16.3,0,0,0
766,20.7,66,1.6,2000,14.1,0,0,0
483,20.2,66,1.5,2000,13.6,0,0,0
375,19.7,71,1.2,1986,14.2,0,0.5,0
162,19.2,69,1.3,2000,13.3,0,0,0
150,18.6,78,0.8,1997,14.6,0,0,0
174,18.3,72,1.7,2000,13.1,0,0,0
138,18.4,70,1.4,2000,12.8,0,0,0
216,18.3,71,0.9,2000,12.9,0,0,0
313,18.4,68,0.6,2000,12.3,0.04,0,0
619,19,65,2,2000,12.2,0.28,0,0
786,19.2,65,1.4,2000,12.4,0.34,0,0
942,20.2,62,1.8,2000,12.6,0.82,0,0
1074,21.3,56,1.5,1989,12.1,1.18,0,0
1442,23.2,50,2.2,1988,12.1,2.45,0,0
1752,24.2,48,1.2,1968,12.4,2.19,0,0
1985,24.1,51,1.1,2000,13.3,1.58,0,0
2182,24.8,49,1.2,2000,13.3,1.34,0,0
2333,24.8,51,1.6,2000,13.9,1.17,0,0
2431,24.6,52,1.3,2000,14,0.82,0,0
2367,24.1,53,1.3,2000,13.9,0.48,0,0
2267,23.4,55,1,2000,13.8,0.12,0,0
2300,22.8,55,1.3,2000,13.2,0.01,0,0
2026,22.1,55,1.5,2000,12.6,0,0,0
1634,21.5,55,1.8,2000,12,0,0,0
1191,20.9,56,1.5,2000,11.7,0,0,0
918,20.3,58,1.4,2000,11.7,0,0,0
555,19.8,59,1.3,2000,11.5,0,0,0
353,19.2,60,1.5,2000,11.2,0,0,0
232,18.8,61,1.3,2000,11.1,0,0,0
194,18.8,60,1,2000,10.8,0,0,0
324,18.8,61,1.2,2000,11.1,0,0,0
807,18.6,61,0.8,2000,10.9,0.03,0,0
1629,19.1,59,1.1,2000,10.8,0.38,0,0
2375,20.7,55,1.5,2000,11.3,1.23,0,0
1307,22.2,48,1.7,1889,10.6,1.77,0,0
992,23.7,47,1.3,2000,11.7,2.67,0,0
1107,23.2,52,1.4,2000,12.7,1.53,0,0
1204,23.2,52,1.2,2000,12.7,0.82,0,0
1033,23.7,49,1.2,2000,12.3,1.04,0,0
1075,23.9,47,1,2000,11.8,0.97,0,0
1240,22.2,60,1.3,1907,14,0.34,0,0
1220,22,60,1.8,2000,13.8,0.14,0,0
1475,20.7,72,3.4,2000,15.4,0.11,0,0
1491,19.8,80,3.9,2000,16.2,0.12,0,0
873,19.4,85,1.2,1651,16.8,0.08,0.5,0
1280,19.1,84,1.7,2000,16.3,0.04,0,0
1647,19,82,1,2000,15.8,0,0,0
1117,19,76,0.1,2000,14.6,0,0,0
384,18.2,93,0.8,460,17,0,3.5,0
470,18,94,0.7,1906,17,0,1,0
454,17.7,92,0.9,1958,16.3,0,0,0
385,17.7,87,1.2,2000,15.5,0,0,0
206,17.5,87,0.5,1995,15.3,0,0,0
144,17.5,84,0.8,2000,14.7,0,0,0
296,17.2,87,0.6,2000,15,0,0,0
740,16.7,85,1,2000,14.1,0.03,0,0
1573,17.1,77,1.5,1748,13,0.49,0,0
2495,19,67,1.1,1976,12.7,1.29,0,0
1317,21.1,60,0.9,1998,13,2.18,0,0
971,22.1,53,1.1,1999,12,2.28,0,0
1092,22.9,54,2.6,1959,13,2.56,0,0
1202,24,51,1.8,2000,13.2,2.29,0,0
1215,25.7,46,0.8,2000,13.2,3.18,0,0
1246,25.6,45,2.2,1961,12.7,1.39,0,0
1427,26.2,42,2.7,1977,12.2,1.59,0,0
1714,26.2,47,3.8,1996,13.9,2.45,0,0
2270,26.4,47,3,1976,14.1,1.76,0,0
3404,24.9,53,3.6,2000,14.6,1.28,0,0
2873,23.1,58,2.4,1997,14.3,0.59,0,0
2579,21.6,62,3.3,2000,13.9,0.09,0,0
2505,20.6,70,1.8,1986,14.9,0,0,0
2309,20,70,1,2000,14.3,0,0,0
1657,19.5,72,0.6,1989,14.3,0,0,0
1274,19.3,76,1.2,1968,14.9,0,0,0
1088,18.9,77,0.7,1987,14.7,0,0,0
847,18.4,75,0.6,1986,13.8,0,0,0
591,18.5,73,1,1951,13.5,0,0,0
421,18.7,74,0.9,1933,13.9,0,0,0
290,18.6,76,0.4,1957,14.2,0,0,0
416,18.7,75,0.9,1923,14.1,0.06,0,0
657,19.4,69,0.3,1277,13.5,0.42,0,0
959,20.7,65,1.5,1004,13.8,0.97,0,0
1111,22.6,59,1.6,1030,14.1,1.8,0,0
1269,23,57,2.2,1145,14,1.1,0,0
1478,24.5,51,1.5,1333,13.6,1.97,0,0
1747,24.5,56,2.3,1094,15.1,1.74,0,0
1834,24.9,52,1.8,1554,14.3,1.7,0,0
2088,26.6,50,2.4,1119,15.3,2.95,0,0
2288,25.5,50,2.2,1025,14.3,0.47,0,0
2474,25.8,50,1.7,1152,14.5,0.66,0,0
2664,25.6,57,3.3,919,16.4,0.87,0,0
2479,23.4,63,3.6,1245,15.9,0.5,0,0
2404,22.8,64,2.3,1444,15.6,0.45,0,0
2276,22.1,65,1.3,1611,15.2,0.09,0,0
1934,21.6,66,1.2,1438,14.9,0,0,0
1394,21.5,62,0.1,1827,13.9,0,0,0
1047,21.1,69,0.5,1086,15.1,0,0,0
715,20.8,72,1,912,15.5,0,0,0
453,20.8,73,0.8,829,15.7,0,0,0
289,20.8,73,0.7,756,15.7,0,0,0
193,21,72,0.8,677,15.7,0,0,0
154,20.3,84,3.2,518,17.5,0,0,0
100,19.5,95,1.4,179,18.6,0,1.5,0
94,19.4,97,0.9,272,18.9,0,13.5,0
187,18.9,97,1.2,492,18.4,0.06,11.5,0
175,19.1,96,0.6,273,18.4,0.17,1.5,0
532,19.7,94,1.1,497,18.7,0.61,1,0
735,20.5,79,1.7,770,16.7,1.25,0,0
945,21.2,75,0.7,876,16.5,1.07,0,0
1056,22.8,67,1.2,930,16.3,1.55,0,0
1153,23.8,62,1.2,1282,16,1.91,0,0
1292,24.6,57,1.8,1664,15.5,1.54,0,0
1550,25,56,0.7,1723,15.6,1.27,0,0
1934,24.6,57,1,1866,15.5,0.45,0,0
2962,24,61,1.5,1935,16,0.26,0,0
1856,23.6,63,0.6,1956,16.1,0.19,0,0
1557,22.6,74,1.2,1594,17.7,0.01,0,0
1807,22.2,72,1,1786,16.9,0,0,0
1737,21.8,72,1,1952,16.5,0,0,0
1295,21.6,68,0.8,2000,15.4,0,0,0
986,21,70,0.9,2000,15.3,0,0,0
717,20.6,65,1.2,2000,13.7,0,0,0
403,20.1,67,1.1,2000,13.7,0,0.1,0
154,18.8,93,1,419,17.6,0,5.4,0
72,18,93,1.6,627,16.8,0,10.5,0
161,17.4,86,1.1,1820,15,0,0.5,0
609,17.2,83,1.3,2000,14.2,0.07,0,0
1467,18.2,75,1.4,2000,13.6,0.56,0,0
2328,18.7,71,1.1,1992,13.3,0.61,0,0
1170,20.1,65,1.4,2000,13.3,0.93,0,0
1004,22,56,1.5,1989,12.8,1.91,0,0
1118,22.9,57,1.4,1918,13.9,2.24,0,0
1193,24.4,50,1.6,2000,13.2,3.07,0,0
1035,25.3,48,1.8,1935,13.4,3.42,0,0
1027,26.4,43,2.1,1944,12.8,3.23,0,0
1461,26.7,40,1.6,1995,11.9,2.42,0,0
1726,26.5,45,1.6,2000,13.5,1.91,0,0
2460,26.1,45,1.4,2000,13.2,1.26,0,0
2891,25.9,44,1.5,2000,12.7,1.36,0,0
2984,24.3,48,1.5,2000,12.5,0.59,0,0
2441,22.6,51,1.3,2000,11.9,0.06,0,0
2337,21.4,54,1.5,2000,11.6,0,0,0
2155,20.4,54,1.4,2000,10.7,0,0,0
1593,19.6,55,1.4,2000,10.3,0,0,0
1217,19,57,1.6,2000,10.2,0,0,0
1056,18.4,59,1.3,2000,10.2,0,0,0
764,17.9,60,0.8,2000,10,0,0,0
518,17.4,61,1.2,2000,9.7,0,0,0
317,16.9,63,1,2000,9.8,0,0,0
277,16.6,65,1.2,2000,9.9,0,0,0
381,16.3,66,0.7,2000,9.9,0.05,0,0
583,17,60,1.1,1993,9.1,0.47,0,0
892,18.7,57,1,1956,9.9,1.05,0,0
1144,20.4,54,1.5,2000,10.7,1.88,0,0
1166,21.8,46,0.9,1927,9.6,2.46,0,0
1330,23.4,46,1.6,1954,11.1,2.96,0,0
1525,24.8,43,1.2,1943,11.3,3.27,0,0
1704,26.2,37,1.2,1936,10.3,3.36,0,0
1783,27.1,40,1.8,1779,12.3,3.26,0,0
1861,27.8,41,1.6,1851,13.3,2.89,0,0
